ID,Clinic Name,Clinic URL,Telephone Number,Fax Number,Address,Opening Hours
725,CHANGI CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5180,67428865,67492729,"BLK 848 SIMS AVENUE, EUNOSVILLE, #01-734 SINGAPORE 400848",Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pm | Monday to Friday : 08:30 am to 05:00 pm | Saturday : 08:00 am to 12:00 pm | Sunday and Public Holiday : Closed
726,CHANGI PRISON COMPLEX DENTAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47959,65467374,65423908,"982 UPPER CHANGI ROAD NORTH, SINGAPORE 507709",
727,CHARAZOI MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47782,68027972,62479247,"380 JALAN BESAR, ARC 380, #05-01 SINGAPORE 209000",
728,CHARIS CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5230,67822332,,"BLK 164 TAMPINES ST 12, #01-295 SINGAPORE 521164","Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Saturday to Saturday : Closed | Saturday to Saturday : Closed | Sunday to Sunday : Closed"
729,CHARIS DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5240,62986556,62986556,"BLK 465 CRAWFORD LANE, #02-28 SINGAPORE 190465",
730,CHARISMILE DENTISTRY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=39520,65572655,65365970,"10 ANSON ROAD, INTERNATIONAL PLAZA, #02-47 SINGAPORE 079903",Monday to Friday : 10:00 am to 07:00 pm | Saturday : 10:00 am to 05:00 pm | Sunday and Public Holiday : Closed
731,CHARISMILE DENTISTRY @ KING GEORGE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47059,62952886,62938889,"BLK 803 KING GEORGE'S AVENUE, #01-238 SINGAPORE 200803",
732,CHARLES CHAN HEART CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5250,69090033,67206686,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #02-02 SINGAPORE 258499",Monday to Friday : 09:30 am to 05:30 pm
733,CHARLES CHAN HEART CLINIC @ FARRER PARK,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45942,67206688,69090011,"1 FARRER PARK STATION ROAD, CONNEXION, #08-09 SINGAPORE 217562",
734,CHARLES DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5260,67883829,67883829,"BLK 481 TAMPINES ST 44, #01-271 SINGAPORE 520481","Monday to Friday : 10:00 am to 12:00 am, 02:00 pm to 04:00 pm, 07:00 pm to 09:00 pm | Wednesday : Closed | Saturday : 10:30 am to 12:00 pm"
735,CHARLES M P LIM CLINIC & SURGERY FOR WOMEN PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5270,67373666,67383808,"3 MT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #13-02 SINGAPORE 228510",Public Holiday : Closed | Monday to Friday : 09:00 am to 05:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday : Closed
736,CHARLES TAN SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=43413,66843433,62689662,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #09-37 SINGAPORE 329563",Monday to Friday : 08:30 am to 05:00 pm | Saturday : 08:30 am to 12:30 pm
737,CHARLES TOH CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5280,67342266,62359596,"3 MT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #06-01/02 SINGAPORE 228510",Monday to Saturday : 09:00 am to 05:00 pm
738,CHEE EAR NOSE THROAT SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5310,67376300,67377791,"3 MT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #05-10 SINGAPORE 228510",Monday to Friday : 09:00 am to 05:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday and Public Holiday : Closed
739,CHEE HWAN KOG CHARITY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5330,63125379,63125382,"BLK 67 ANCHORVALE LINK, SINGAPORE 545071",Tuesday and Thursday : Closed | Sunday and Public Holiday : Closed
740,CHELVIN SNG EYE CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47862,90083991,64728168,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #06-24/25 SINGAPORE 329563",
741,CHEN & LOW FAMILY DOCTORS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5340,68934217,68934207,"BLK 548 WOODLANDS DR 44, #02-22 SINGAPORE 730548","Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pm | Monday to Tuesday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:30 pm to 08:30 pm | Wednesday to Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:30 pm to 08:30 pm | Saturday to Sunday : 08:30 am to 12:00 pm"
742,CHEN DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5350,65647809,65653678,"BLK 463 JURONG WEST ST 41, #01-560 SINGAPORE 640463","Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 05:00 pm, 07:00 pm to 09:00 pm | Saturday : 08:30 am to 04:30 pm | Sunday : 09:00 am to 12:00 pm"
743,CHEN FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5360,62812212,62813309,"BLK 153 SERANGOON NORTH AVE 1, #01-490 SINGAPORE 550153","Monday and Tuesday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:30 pm to 09:00 pm | Wednesday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Saturday and Sunday : 08:30 am to 01:00 pm"
744,CHENG CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5380,64542482,64542482,"BLK 447 ANG MO KIO AVE 10, #01-1677 SINGAPORE 560447","Public Holiday : Closed | Monday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 04:15 pm | Saturday and Sunday : 09:15 am to 12:15 pm"
745,CHENG DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=32100,65364880,65364881,"60 EU TONG SEN STREET, FURAMA HOTEL & SHOPPING CENTRE, #02-09 SINGAPORE 059804",
746,CHENG JUN GASTROENTEROLOGY & MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5410,67322282,67342926,"3 MOUNT ELIZABETH, MOUNT ELIZABETH HOSPITAL, #15-06/07 SINGAPORE 228510",Monday to Friday : 09:00 am to 05:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday : Closed
747,CHENG SC VEIN AND ENDOVASCULAR CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45693,62658561,62350023,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #07-52 SINGAPORE 329563",
748,CHEOK DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5440,65323273,65325978,"150 SOUTH BRIDGE ROAD, FOOK HAI BUILDING, #03-13 SINGAPORE 058727",Public Holiday : Closed | Monday to Friday : 09:30 am to 06:00 pm | Saturday : 09:00 am to 05:00 pm | Sunday : Closed
749,CHEONG CHEST & MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5450,67343808,67349118,"3 MT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #10-08 SINGAPORE 228510","Monday to Saturday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm, 08:30 am to 01:00 pm"
750,CHEONG FAMILY CLINIC PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5460,62975125,62977332,"BLK 45 OWEN RD, #01-293 SINGAPORE 210045","Public Holiday : Closed | Monday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm | Saturday : 09:00 am to 12:30 pm | Sunday : Closed"
751,CHEONG MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5480,64686311,64686311,"BLK 76 JLN JURONG KECHIL, SINGAPORE 598589",Monday to Saturday : 09:00 am to 12:30 am
752,CHEONGDAM AESTHETICS AND SKIN MANAGEMENT CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48177,65603686,69706617,"1 JURONG WEST CENTRAL 2, JURONG POINT, #03-25B SINGAPORE 648886",
753,CHEONGDAM AESTHETICS CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47723,62223686,69706617,"10 ANSON ROAD, INTERNATIONAL PLAZA, #02-35 SINGAPORE 079903",
754,CHEONGDAM AESTHETICS CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48343,62683686,69706617,"101 THOMSON ROAD, UNITED SQUARE, #B1-56H SINGAPORE 307591",
755,CHERN MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5490,67810036,67810036,"BLK 138 TAMPINES ST 11, #01-112 SINGAPORE 521138","Public Holiday : Closed | Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pm | Monday to Friday : 08:30 am to 12:30 am, 02:00 pm to 04:00 pm | Saturday to Sunday : 08:30 am to 12:30 pm"
756,CHESTMED PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=15600,62351466,62351184,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #12-03 SINGAPORE 228510",Monday to Friday : 09:00 am to 05:00 pm | Saturday to Saturday : 09:00 am to 01:00 pm | Sunday and Public Holiday : Closed
757,CHEW & CHEW DENTAL SURGERY PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5500,67386034,67386393,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #10-16 SINGAPORE 228510",
758,CHEW & CHEW SURGERY @ FARRER PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45173,67386033,67386393,"1 FARRER PARK STATION ROAD, CONNEXION, #08-18 SINGAPORE 217562","Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm"
759,CHI LONGEVITY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48421,65565088,65565088,"1 ORCHARD BOULEVARD, CAMDEN MEDICAL, #10-03 & 04 SINGAPORE 248649",
760,CHIA & LEE MEDICAL & DENTAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5530,67812969,67864601,"BLK 802 TAMPINES AVENUE 4, TAMPINES POLYVIEW, #01-15 SINGAPORE 520802","Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:30 pm to 09:00 pm | Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:30 pm to 09:00 pm | Saturday and Sunday : 08:30 am to 12:30 pm"
761,CHIA & LEE MEDICAL & DENTAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47449,67812969,69258563,"BLK 802 TAMPINES AVENUE 4, TAMPINES POLYVIEW, #01-15 SINGAPORE 520802","Tuesday to Friday : 08:30 am to 12:00 pm, 02:00 pm to 04:00 pm | Saturday and Sunday : 08:30 am to 12:00 pm"
762,CHIA BABY AND CHILD CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5540,67767670,67762507,"BLK 431 CLEMENTI AVE 3, #01-308 SINGAPORE 120431","Public Holiday : Closed | Monday to Friday : 09:00 am to 12:30 pm, 07:00 pm to 09:00 pm | Saturday : 09:00 am to 12:30 pm | Sunday : 09:00 am to 12:00 pm"
763,CHIA CLINIC AND SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5550,62980959,62980959,"27 FOCH ROAD, HOA NAM BUILDING, #01-04 SINGAPORE 209264","Monday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 05:00 pm | Saturday : 09:00 am to 12:30 pm"
764,CHIANG CHILDREN'S ALLERGY AND ASTHMA CLINIC PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=41380,HIANG CHILDREN'S ALLERGY AND ASTHMA CLINIC PTE LTD,67324643,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #17-12 SINGAPORE 228510",
765,CHIEW CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=37190,63828002,62802429,"2 KOVAN ROAD, SIMON PLAZA, #01-09 SINGAPORE 548008","Monday and Thursday : 09:00 am to 12:30 pm, 02:30 pm to 06:00 pm | Tuesday and Friday : 09:00 am to 12:30 pm, 02:30 pm to 05:00 pm, 07:00 pm to 09:00 pm | Wednesday : 09:00 am to 12:30 pm | Sunday and Public Holiday : Closed"
766,CHILD & FAMILY GUIDANCE CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=40420,64757811,64736457,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #04-11 SINGAPORE 258499","Monday to Friday : 09:00 am to 12:00 pm, 02:00 pm to 05:00 pm | Saturday : 09:00 am to 01:00 pm"
767,CHILD AND CARDIOLOGY PRACTICE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=34127,68873233,68367727,"290 ORCHARD ROAD, PARAGON, #07-10 SINGAPORE 238859",
768,CHILD GUIDANCE CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5600,63892200,65368376,"3 SECOND HOSPITAL AVENUE, HEALTH PROMOTION BOARD BUILDING, #03-01 SINGAPORE 168937","Monday to Thursday : 08:00 am to 12:30 pm, 02:00 pm to 05:30 pm | Friday : 08:00 am to 12:30 pm, 02:00 pm to 05:00 pm"
769,CHILDREN & ADULT EAR NOSE THROAT SINUS SNORING ALLERGY CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=37280,67355500,67355522,"290 ORCHARD ROAD, PARAGON, #11-03 SINGAPORE 238859",
770,CHILDREN & ADULT SKIN HAIR LASER CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44342,65702303,65702302,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #07-22 SINGAPORE 329563",Monday to Friday : 09:00 am to 06:00 pm | Saturday to Saturday : 09:00 am to 12:30 pm | Sunday and Public Holiday : Closed
771,CHILDREN'S CLINIC INTERNATIONAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47067,68179608,68874232,"290 ORCHARD ROAD, THE PARAGON, #16-12 SINGAPORE 238859",
772,CHIN CHONG MIN UROLOGY & ROBOTIC SURGERY CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=40713,65358833,66841310,"38 IRRAWADDY ROAD, MT ELIZABETH NOVENA SPECIALIST CENTRE, #09-40 SINGAPORE 329563",Monday to Friday : 09:00 am to 05:30 pm
773,CHIN CHOO CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5630,67452815,67440949,"BLK 35 CIRCUIT ROAD, #01-430 SINGAPORE 370035","Public Holiday : Closed | Eve of Lunar New Year (04/02/2019) : 08:30 am to 11:45 am | Monday to Friday : 08:30 am to 12:00 pm, 02:00 pm to 04:00 pm, 06:00 pm to 09:00 pm | Saturday and Sunday : 08:30 am to 12:00 pm"
774,CHIN DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5640,65614731,65612678,"BLK 252 JURONG EAST STREET 24, #01-135 SINGAPORE 600252","Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 05:00 pm | Saturday : 08:30 am to 04:00 pm"
775,CHIN LEONG CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=32290,67789493,67746695,"517 WEST COAST ROAD, #01-555 SINGAPORE 120517","Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 03:00 pm, 07:15 pm to 08:00 pm | Saturday and Sunday : 09:00 am to 12:00 pm"
776,CHIN MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=39611,64688195,64688045,"524A JELAPANG ROAD, GREENRIDGE SHOPPING CENTRE, #02-02A SINGAPORE 671524","Monday to Friday : 08:30 am to 03:30 pm, 06:00 pm to 09:00 pm | Saturday to Sunday : 08:30 am to 12:30 pm"
777,CHIN Y K CLINIC FOR WOMEN & MENOPAUSE CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5660,64742281,64742286,"6 NAPIER RD, GLENEAGLES MEDICAL CENTRE, #07-09 SINGAPORE 258499","Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm | Saturday : 07:25 am to 01:00 pm"
778,CHINATOWN WELLNESS CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46901,62267188,62267988,"531 UPPER CROSS STREET, HONG LIM COMPLEX, #02-01 SINGAPORE 050531","Monday to Tuesday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm | Wednesday to Wednesday : 08:30 am to 01:00 pm | Thursday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm | Saturday to Saturday : 09:00 am to 01:00 pm | Sunday to Sunday : Closed"
779,CHIRON MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45960,62914963,62914963,"BLK 3 ST. GEORGE'S ROAD, ST GEORGE'S WEST GARDENS, #01-95 SINGAPORE 320003","Public Holiday : Closed | Monday to Friday : 08:30 am to 01:00 pm, 06:30 pm to 09:00 pm | Tuesday to Friday : 02:00 pm to 04:00 pm | Saturday : 08:30 am to 12:30 pm | Sunday : 08:30 am to 12:30 pm"
780,CHNG CLINIC AND SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5690,62504522,62533803,"BLK 178 TOA PAYOH CENTRAL, #01-236 SINGAPORE 310178","Public Holiday : Closed | Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Saturday and Sunday : 09:00 am to 12:30 pm"
781,CHNG DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5700,62547024,62547024,"BLK 2 BALESTIER ROAD, #01-679 SINGAPORE 320002",
782,CHOICE CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5710,96381965,68941822,"BLK 548 WOODLANDS DR 44, VISTA POINT, #02-21 SINGAPORE 730548","Public Holiday and Public Holiday : Closed | Eve of Lunar New Year (04/02/2019) : 08:30 am to 12:30 pm | Monday to Wednesday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Thursday to Thursday : 08:30 am to 12:30 pm, 07:00 pm to 09:00 pm | Friday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm"
783,CHONG & LIM FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5740,67626881,68937584,"BLK 103 GANGSA ROAD, #01-39 SINGAPORE 670103","Monday and Tuesday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:00 pm | Tuesday and Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm | Wednesday and Friday : 08:30 am to 12:30 pm | Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:00 pm | Saturday : 08:30 am to 12:30 pm | Sunday and Public Holiday : Closed"
784,CHONG MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5760,62414678,62414678,"BLK 703 BEDOK RESERVOIR ROAD, #01-3500 SINGAPORE 470703","Public Holiday : Closed | Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Saturday : 08:30 am to 12:30 pm | Sunday : 08:30 am to 12:00 pm"
785,CHONG'S CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5770,64536492,64536035,"234 UPPER THOMSON ROAD, SINGAPORE 574365","Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pm | Monday to Tuesday : 09:00 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:00 pm to 09:00 pm | Wednesday : 09:00 am to 12:30 pm, 02:00 pm to 04:00 pm | Thursday : 09:00 am to 12:30 pm, 02:00 pm to 04:00 pm, 06:00 pm to 09:00 pm | Friday : 09:00 am to 12:30 pm, 02:00 pm to 04:00 pm | Saturday : 09:00 am to 12:30 pm | Sunday and Public Holiday : Closed"
786,CHONG'S MEDICAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5780,63383297,63383297,"190 CLEMENCEAU AVE, SINGAPORE SHOPPING CENTRE, #01-29/30 SINGAPORE 239924","Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:30 pm | Monday to Saturday : 09:10 am to 12:30 pm, 02:00 pm to 05:10 pm"
787,CHOONG'S CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5820,67885190,67885190,"BLK 480 TAMPINES ST 44, #01-261 SINGAPORE 520480","Monday to Friday : 08:30 am to 11:30 am, 02:30 pm to 04:00 pm | Saturday : 08:30 am to 11:30 am | Sunday and Public Holiday : Closed"
788,CHOONG'S CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5830,63442400,63442400,"BLK 21 OLD AIRPORT RD, #01-97 SINGAPORE 390021","Public Holiday : Closed | Monday to Friday : 08:00 am to 11:30 am, 02:30 pm to 04:00 pm | Saturday and Sunday : 08:00 am to 11:30 am"
789,CHOU NEUROSCIENCE CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47274,96671729,66947943,"1 FARRER PARK STATION ROAD, CONNEXION, #08-06 SINGAPORE 217562",
790,CHOU NEUROSURGERY (BRAIN & SPINE),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47499,62554391,62554393,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #08-08 SINGAPORE 258499",
791,CHOW SURGERY (PTE) LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5850,67377134,67377134,"19 TANGLIN ROAD, TANGLIN SHOPPING CENTRE, #05-26 SINGAPORE 247909","Monday to Saturday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm"
792,CHRIS CHONG CLINIC PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=33580,64743031,64743031,"6A NAPIER ROAD, GLENEAGLES HOSPITAL, #02-35 SINGAPORE 258500",Monday to Friday : 09:00 am to 05:00 pm | Saturday : 09:00 am to 01:00 pm
793,CHRIS DENTAL SURGEON,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=32082,63333345,63333345,"61 STAMFORD ROAD, STAMFORD COURT, #01-04 SINGAPORE 178892","Monday to Friday : 10:30 am to 01:30 pm, 02:30 pm to 06:30 pm | Saturday : 10:00 am to 02:00 pm"
794,CHRIST THE KING FREE CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46519,62822482,64599958,"2221 ANG MO KIO AVENUE 8, CHURCH OF CHRIST THE KING, SINGAPORE 569809",
795,CHUA & PARTNERS FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5890,62719004,62711601,"18 JALAN MEMBINA, #02-05 SINGAPORE 164018","Eve of Chinese New Year (24/01/2020) : 08:30 am to 01:00 pm | Monday to Saturday : 08:30 am to 03:00 pm, 06:00 pm to 09:00 pm"
796,CHUA CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5910,63865720,63865720,"BLK 678 HOUGANG AVE 8, #01-513 SINGAPORE 530678","Public Holiday : Closed | Monday to Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 07:00 pm to 09:00 pm | Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm | Saturday : 08:30 am to 12:30 pm | Sunday : 08:30 am to 10:30 am"
797,CHUA CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=5940,67521603,67538929,"BLK 844 YISHUN ST 81, #01-156 SINGAPORE 760844","Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pm | Saturday : 08:30 am to 12:30 pm, 07:00 pm to 09:00 pm | Sunday : 08:30 pm to 12:30 pm"
